post_id,username,post_text,timestamp,likes,comments,shares
296,@happyvibes211,Why is nobody talking about this documentary?,2026-01-09 20:48:00,68,6.0,
297,@coderwriter454,Just adopted a puppy and I'm obsessed.,2026-01-09 20:57:00,27,3.0,0.0
298,@msfox106,Cooking experiment gone right for once!,2026-01-09 21:00:00,27,4.0,0.0
299,@digitalartist418,,2026-01-09 21:05:00,20,1.0,0.0
300,@drthinker824,"New blog post is live, check it out!",2026-01-09 21:12:00,94,8.0,8.0
301,@truewriter874,Anyone else excited for the weekend?,2026-01-09 21:15:00,14,1.0,0.0
302,@therunner987,Cooking experiment gone right for once!,2026-01-09 21:23:00,101,2.0,4.0
303,@msdreamer316,Cooking experiment gone right for once!,2026-01-09 21:28:00,14,4.0,2.0
304,@dailychef190,Traffic this morning was unreal.,2026-01-09 21:33:00,14,1.0,
305,@dailylife711,Why is nobody talking about this documentary?,2026-01-09 21:34:00,5,1.0,0.0
306,@silentpanda529,Can we talk about how good this weather is today?,2026-01-09 21:35:00,50,6.0,5.0
307,@thenews924,Reading a great book on data science right now.,2026-01-09 21:39:00,29,2.0,2.0
308,@wilddev434,"Working from the coffee shop again, love this place.",2026-01-09 21:40:00,166,25.0,11.0
309,@silentstudent915,This is exactly why I love this community.,2026-01-09 21:47:00,6,,2.0
310,@techstudent671,"Big news coming soon, stay tuned!",2026-01-09 21:56:00,284,13.0,
311,@thetraveler554,Can we talk about how good this weather is today?,2026-01-09 21:56:00,18,2.0,2.0
312,@urbantraveler501,Just adopted a puppy and I'm obsessed.,2026-01-09 23:15:00,3,,
313,@therunner406,"Feeling grateful today, small wins count.",2026-01-09 23:54:00,6,4.0,
314,@dailylife895,Finally finished my project after weeks of work.,2026-01-10 00:11:00,8,1.0,1.0
315,@msthinker966,"Feeling grateful today, small wins count.",2026-01-10 02:26:00,7,2.0,1.0
316,@justnews161,"New blog post is live, check it out!",2026-01-10 02:26:00,2,1.0,1.0
317,@digitalexplorer54,Can we talk about how good this weather is today?,2026-01-10 02:34:00,8,4.0,1.0
318,@justwanderer572,This is exactly why I love this community.,2026-01-10 03:10:00,10,3.0,0.0
319,@techstudent671,Can we talk about how good this weather is today?,2026-01-10 04:15:00,23,3.0,2.0
320,@drthinker366,Can we talk about how good this weather is today?,2026-01-10 05:37:00,70,11.0,6.0
321,@luckyrunner277,Finally finished my project after weeks of work.,2026-01-10 06:11:00,10,2.0,2.0
322,@msstudent408,Just tried the new update and it's amazing! #tech,2026-01-10 06:12:00,19,2.0,2.0
323,@coderdreamer231,"Working from the coffee shop again, love this place.",2026-01-10 06:41:00,43,2.0,
324,@luckytraveler504,"Feeling grateful today, small wins count.",2026-01-10 07:04:00,10,3.0,0.0
325,@nightvoice64,Cooking experiment gone right for once!,2026-01-10 07:30:00,23,5.0,2.0
326,@therunner987,Why is nobody talking about this documentary?,2026-01-10 08:13:00,5,2.0,
327,@happyvoice153,"Feeling grateful today, small wins count.",2026-01-10 09:02:00,8,0.0,1.0
328,@nightstudent848,Conference talk today was so inspiring.,2026-01-10 10:11:00,295,39.0,19.0
329,@msthinker917,Cooking experiment gone right for once!,2026-01-10 12:52:00,5,0.0,
330,@silentfox321,This is exactly why I love this community.,2026-01-10 13:38:00,26,6.0,2.0
331,@techstudent671,"Big news coming soon, stay tuned!",2026-01-10 13:58:00,26,3.0,1.0
332,@sunnyexplorer926,Anyone else excited for the weekend?,2026-01-10 14:09:00,8,4.0,0.0
333,@techrunner200,"Working from the coffee shop again, love this place.",2026-01-10 14:35:00,106,10.0,2.0
334,@happypanda167,"Working from the coffee shop again, love this place.",2026-01-10 15:49:00,279,20.0,15.0
335,@techstudent671,"Big news coming soon, stay tuned!",2026-01-10 15:57:00,26,5.0,2.0
336,@silentmind598,Just adopted a puppy and I'm obsessed.,2026-01-10 17:38:00,18,2.0,2.0
337,@luckychef807,Conference talk today was so inspiring.,2026-01-10 17:39:00,40,2.0,3.0
338,@dailywriter529,Finally finished my project after weeks of work.,2026-01-10 18:19:00,19,1.0,
339,@luckyexplorer123,"Big news coming soon, stay tuned!",2026-01-10 18:31:00,82,15.0,1.0
340,@luckygamer372,Reading a great book on data science right now.,2026-01-10 20:41:00,17,,2.0
341,@mrgamer661,Traffic this morning was unreal.,2026-01-10 20:49:00,53,5.0,4.0
342,@sunnymind75,Just adopted a puppy and I'm obsessed.,2026-01-10 21:19:00,18,2.0,2.0
343,@cosmicpanda919,Finally finished my project after weeks of work.,2026-01-10 23:36:00,19,4.0,
344,@sunnywriter182,Cooking experiment gone right for once!,2026-01-10 23:47:00,44,5.0,2.0
345,@msdreamer316,Cooking experiment gone right for once!,2026-01-11 00:01:00,47,7.0,
346,@quietstudent773,Cooking experiment gone right for once!,2026-01-11 00:18:00,35,6.0,2.0
347,@codertraveler458,Why is nobody talking about this documentary?,2026-01-11 01:13:00,18,5.0,0.0
348,@sunnyvoice739,Anyone else excited for the weekend?,2026-01-11 01:30:00,140,13.0,8.0
349,@digitalpanda228,Anyone else excited for the weekend?,2026-01-11 02:13:00,14,1.0,2.0
350,@digitalrunner393,Conference talk today was so inspiring.,2026-01-11 04:26:00,176,19.0,13.0
351,@nightdev849,"Working from the coffee shop again, love this place.",2026-01-11 04:29:00,67,11.0,5.0
352,@digitalwriter446,Anyone else excited for the weekend?,2026-01-11 06:10:00,21,3.0,3.0
353,@msgamer577,Can we talk about how good this weather is today?,2026-01-11 07:27:00,14,3.0,2.0
354,@thetraveler239,"Working from the coffee shop again, love this place.",2026-01-11 07:36:00,39,5.0,2.0
355,@thefox52,Just tried the new update and it's amazing! #tech,2026-01-11 07:56:00,35,4.0,1.0
356,@cosmicgamer860,,2026-01-11 08:13:00,67,4.0,2.0
357,@dailylife417,"New blog post is live, check it out!",2026-01-11 08:23:00,53,1.0,2.0
358,@msthinker764,"Feeling grateful today, small wins count.",2026-01-11 10:08:00,22,2.0,0.0
359,@justwriter143,"Feeling grateful today, small wins count.",2026-01-11 11:28:00,52,5.0,1.0
360,@techwanderer404,Finally finished my project after weeks of work.,2026-01-11 12:21:00,31,6.0,1.0
361,@happyvoice153,Just adopted a puppy and I'm obsessed.,2026-01-11 13:04:00,30,0.0,2.0
362,@quietdev850,"Feeling grateful today, small wins count.",2026-01-11 14:31:00,92,13.0,1.0
363,@thelife562,Why is nobody talking about this documentary?,2026-01-11 16:57:00,2,2.0,
364,@dailypanda23,Just adopted a puppy and I'm obsessed.,2026-01-11 16:59:00,43,5.0,3.0
365,@cosmicgamer542,"Big news coming soon, stay tuned!",2026-01-11 17:20:00,27,,2.0
366,@therunner406,This is exactly why I love this community.,2026-01-11 17:53:00,194,25.0,16.0
367,@justnews792,Just tried the new update and it's amazing! #tech,2026-01-11 18:28:00,146,5.0,7.0
368,@quietlife151,Just adopted a puppy and I'm obsessed.,2026-01-11 18:32:00,108,17.0,5.0
369,@thestudent200,"Feeling grateful today, small wins count.",2026-01-11 18:43:00,1,2.0,1.0
370,@techvibes115,Traffic this morning was unreal.,2026-01-11 18:56:00,222,11.0,8.0
371,@nightexplorer406,Can we talk about how good this weather is today?,2026-01-11 19:11:00,16,3.0,2.0
372,@wildthinker128,Conference talk today was so inspiring.,2026-01-11 20:14:00,120,15.0,5.0
373,@justnews161,Traffic this morning was unreal.,2026-01-11 20:20:00,21,2.0,1.0
374,@coderdreamer251,,2026-01-11 20:59:00,38,3.0,2.0
375,@dailytechupdate,"Feeling grateful today, small wins count.",2026-01-11 21:43:00,968,77.0,33.0
376,@msrunner198,"New blog post is live, check it out!",2026-01-11 21:46:00,43,4.0,3.0
377,@coderwanderer447,"Feeling grateful today, small wins count.",2026-01-11 22:13:00,67,,2.0
378,@wildwriter233,Just adopted a puppy and I'm obsessed.,2026-01-11 22:26:00,49,4.0,4.0
379,@urbandreamer38,"New blog post is live, check it out!",2026-01-11 22:33:00,22,,2.0
380,@dailyvibes114,Finally finished my project after weeks of work.,2026-01-11 22:44:00,23,,1.0
381,@drchef61,This is exactly why I love this community.,2026-01-11 22:50:00,218,20.0,7.0
382,@realdreamer515,Just adopted a puppy and I'm obsessed.,2026-01-12 00:08:00,23,2.0,2.0
383,@digitalwriter882,This is exactly why I love this community.,2026-01-12 00:32:00,53,,
384,@truetraveler804,"Big news coming soon, stay tuned!",2026-01-12 02:02:00,33,4.0,2.0
385,@trueexplorer291,This is exactly why I love this community.,2026-01-12 02:21:00,23,2.0,2.0
386,@wildstudent902,"Big news coming soon, stay tuned!",2026-01-12 03:56:00,16,0.0,2.0
387,@wildstudent902,This is exactly why I love this community.,2026-01-12 07:02:00,50,6.0,2.0
388,@urbantraveler501,Why is nobody talking about this documentary?,2026-01-12 10:12:00,46,6.0,1.0
389,@justnews132,Just tried the new update and it's amazing! #tech,2026-01-12 14:50:00,42,7.0,4.0
390,@digitaltraveler160,This is exactly why I love this community.,2026-01-12 18:04:00,14,4.0,0.0
391,@drdev183,Conference talk today was so inspiring.,2026-01-12 21:10:00,326,25.0,20.0
392,@drsoul265,Finally finished my project after weeks of work.,2026-01-12 21:10:00,39,2.0,0.0
393,@happyvibes58,Why is nobody talking about this documentary?,2026-01-13 01:16:00,9,1.0,2.0
394,@mrartist788,"New blog post is live, check it out!",2026-01-13 01:50:00,106,13.0,6.0
395,@mrgamer661,Conference talk today was so inspiring.,2026-01-13 01:57:00,121,13.0,5.0
396,@wildexplorer642,Just tried the new update and it's amazing! #tech,2026-01-13 02:13:00,84,3.0,4.0
397,@cosmicwanderer288,"Feeling grateful today, small wins count.",2026-01-13 03:18:00,49,8.0,2.0
398,@sunnylife280,Traffic this morning was unreal.,2026-01-13 03:37:00,34,2.0,3.0
399,@happyvoice637,"Big news coming soon, stay tuned!",2026-01-13 05:13:00,51,8.0,1.0
400,@thedev461,This is exactly why I love this community.,2026-01-13 05:46:00,80,12.0,5.0
401,@drrunner10,Cooking experiment gone right for once!,2026-01-13 07:31:00,128,10.0,2.0
402,@wilddreamer783,"Working from the coffee shop again, love this place.",2026-01-13 07:55:00,32,0.0,0.0
403,@mrexplorer753,Anyone else excited for the weekend?,2026-01-13 09:44:00,14,3.0,0.0
404,@sunnywriter90,Reading a great book on data science right now.,2026-01-13 09:51:00,12,1.0,1.0
405,@techstudent504,Cooking experiment gone right for once!,2026-01-13 10:12:00,62,5.0,4.0
406,@techdreamer926,"Working from the coffee shop again, love this place.",2026-01-13 10:32:00,30,3.0,2.0
407,@codertraveler972,"Big news coming soon, stay tuned!",2026-01-13 10:37:00,34,2.0,3.0
408,@urbanwanderer741,Conference talk today was so inspiring.,2026-01-13 13:36:00,37,1.0,1.0
409,@truevoice465,"Feeling grateful today, small wins count.",2026-01-13 14:16:00,95,16.0,8.0
410,@techtraveler996,Why is nobody talking about this documentary?,2026-01-13 15:35:00,43,7.0,4.0
411,@msdreamer316,Cooking experiment gone right for once!,2026-01-13 16:34:00,50,8.0,4.0
412,@luckyfox283,Can we talk about how good this weather is today?,2026-01-13 17:24:00,89,15.0,8.0
413,@truevibes652,Traffic this morning was unreal.,2026-01-13 17:30:00,17,0.0,2.0
414,@silentvoice982,Why is nobody talking about this documentary?,2026-01-13 19:25:00,38,3.0,3.0
415,@sunnyvoice684,Just adopted a puppy and I'm obsessed.,2026-01-13 19:56:00,19,4.0,2.0
416,@techdreamer95,Reading a great book on data science right now.,2026-01-13 19:58:00,93,10.0,2.0
417,@silentchef208,Traffic this morning was unreal.,2026-01-13 21:14:00,73,11.0,6.0
418,@dailyvoice75,Can we talk about how good this weather is today?,2026-01-13 21:21:00,26,2.0,2.0
419,@techwanderer832,Why is nobody talking about this documentary?,2026-01-14 00:29:00,70,4.0,6.0
420,@mrvoice30,Conference talk today was so inspiring.,2026-01-14 01:40:00,5,3.0,2.0
421,@happyvoice637,"Big news coming soon, stay tuned!",2026-01-14 02:02:00,30,4.0,1.0
422,@dailylife711,"Feeling grateful today, small wins count.",2026-01-14 02:05:00,8,3.0,2.0
423,@truefox665,,2026-01-14 02:20:00,7,,0.0
424,@quietartist595,"Big news coming soon, stay tuned!",2026-01-14 02:44:00,23,3.0,3.0
425,@justmind541,"Working from the coffee shop again, love this place.",2026-01-14 04:38:00,3,0.0,1.0
426,@justnews237,"New blog post is live, check it out!",2026-01-14 05:10:00,119,13.0,10.0
427,@sunnyvoice684,Just adopted a puppy and I'm obsessed.,2026-01-14 06:20:00,54,4.0,2.0
428,@trueexplorer291,This is exactly why I love this community.,2026-01-14 06:48:00,30,,
429,@silentvibes978,"New blog post is live, check it out!",2026-01-14 07:04:00,10,3.0,2.0
430,@happygamer649,Can we talk about how good this weather is today?,2026-01-14 08:00:00,10,2.0,1.0
431,@happyvoice838,"New blog post is live, check it out!",2026-01-14 10:29:00,13,2.0,1.0
432,@codertraveler952,"Working from the coffee shop again, love this place.",2026-01-14 10:47:00,161,22.0,12.0
433,@mssoul242,Why is nobody talking about this documentary?,2026-01-14 10:55:00,73,7.0,1.0
434,@truethinker286,Traffic this morning was unreal.,2026-01-14 11:25:00,20,3.0,3.0
435,@drsoul588,"New blog post is live, check it out!",2026-01-14 14:55:00,26,4.0,3.0
436,@cosmicstudent120,Anyone else excited for the weekend?,2026-01-14 16:39:00,36,3.0,1.0
437,@urbanpanda555,Traffic this morning was unreal.,2026-01-14 16:50:00,97,7.0,6.0
438,@truenews347,This is exactly why I love this community.,2026-01-14 19:12:00,72,7.0,5.0
439,@urbanartist874,Cooking experiment gone right for once!,2026-01-14 20:18:00,99,16.0,7.0
440,@silentvibes496,Just tried the new update and it's amazing! #tech,2026-01-14 22:07:00,16,1.0,1.0
441,@dailywriter148,"Big news coming soon, stay tuned!",2026-01-14 22:22:00,36,6.0,2.0
442,@dailywanderer197,"Big news coming soon, stay tuned!",2026-01-15 00:07:00,52,5.0,5.0
443,@msgamer420,"Working from the coffee shop again, love this place.",2026-01-15 01:42:00,17,5.0,1.0
444,@wildvoice536,Conference talk today was so inspiring.,2026-01-15 03:36:00,81,10.0,2.0
445,@truepanda203,Conference talk today was so inspiring.,2026-01-15 05:26:00,22,6.0,1.0
446,@digitalsoul835,"New blog post is live, check it out!",2026-01-15 06:08:00,44,7.0,3.0
447,@silentartist366,This is exactly why I love this community.,2026-01-15 07:00:00,59,4.0,4.0
448,@codertraveler952,Just adopted a puppy and I'm obsessed.,2026-01-15 07:13:00,2,4.0,
449,@urbanthinker660,Just tried the new update and it's amazing! #tech,2026-01-15 07:46:00,118,16.0,10.0
450,@nightfox572,"Working from the coffee shop again, love this place.",2026-01-15 09:06:00,19,2.0,0.0
451,@urbannews229,Reading a great book on data science right now.,2026-01-15 09:17:00,25,1.0,1.0
452,@drrunner405,This is exactly why I love this community.,2026-01-15 09:57:00,8,,2.0
453,@truefox665,"New blog post is live, check it out!",2026-01-15 12:11:00,19,2.0,1.0
454,@cosmicexplorer391,"Feeling grateful today, small wins count.",2026-01-15 13:13:00,9,0.0,0.0
455,@msfox106,Cooking experiment gone right for once!,2026-01-15 14:23:00,19,5.0,2.0
456,@happyrunner56,Reading a great book on data science right now.,2026-01-15 14:48:00,69,6.0,3.0
457,@dailylife711,Can we talk about how good this weather is today?,2026-01-15 15:06:00,57,6.0,3.0
458,@nightthinker724,"Feeling grateful today, small wins count.",2026-01-15 16:29:00,83,13.0,4.0
459,@urbanchef688,"Big news coming soon, stay tuned!",2026-01-15 17:32:00,18,,0.0
460,@silentwriter862,Can we talk about how good this weather is today?,2026-01-15 18:10:00,12,2.0,1.0
461,@silentlife571,"Feeling grateful today, small wins count.",2026-01-15 18:28:00,27,4.0,2.0
462,@thefox52,Just tried the new update and it's amazing! #tech,2026-01-15 19:42:00,41,5.0,3.0
463,@happypanda482,"New blog post is live, check it out!",2026-01-15 20:37:00,8,1.0,2.0
464,@wildchef664,Traffic this morning was unreal.,2026-01-15 20:40:00,65,3.0,2.0
465,@trueexplorer879,Anyone else excited for the weekend?,2026-01-15 21:13:00,42,8.0,
466,@nightexplorer653,Why is nobody talking about this documentary?,2026-01-15 21:16:00,27,3.0,2.0
467,@nightvoice129,Reading a great book on data science right now.,2026-01-15 21:20:00,104,12.0,5.0
468,@dailythinker783,Just tried the new update and it's amazing! #tech,2026-01-15 21:45:00,22,5.0,1.0
469,@mrthinker789,"Big news coming soon, stay tuned!",2026-01-15 22:06:00,210,14.0,9.0
470,@coderchef721,Traffic this morning was unreal.,2026-01-15 22:13:00,46,7.0,4.0
471,@silentsoul957,Reading a great book on data science right now.,2026-01-15 22:20:00,213,12.0,6.0
472,@luckynews916,"Big news coming soon, stay tuned!",2026-01-15 23:24:00,147,21.0,12.0
473,@cosmicgamer860,"Working from the coffee shop again, love this place.",2026-01-15 23:52:00,13,1.0,
474,@luckyfox758,Just adopted a puppy and I'm obsessed.,2026-01-15 23:58:00,11,4.0,2.0
475,@silentdev771,"Feeling grateful today, small wins count.",2026-01-16 01:04:00,52,3.0,3.0
476,@justnews322,Anyone else excited for the weekend?,2026-01-16 02:22:00,8,2.0,2.0
477,@drrunner405,Anyone else excited for the weekend?,2026-01-16 02:32:00,175,,14.0
478,@wildpanda661,,2026-01-16 04:03:00,29,6.0,1.0
479,@techartist752,Anyone else excited for the weekend?,2026-01-16 05:28:00,74,6.0,6.0
480,@dailyvibes974,Anyone else excited for the weekend?,2026-01-16 05:53:00,5,3.0,
481,@techstudent504,Cooking experiment gone right for once!,2026-01-16 07:25:00,18,4.0,0.0
482,@sunnyfox219,Finally finished my project after weeks of work.,2026-01-16 08:06:00,52,6.0,3.0
483,@truethinker286,"Feeling grateful today, small wins count.",2026-01-16 13:22:00,9,4.0,
484,@mslife244,Just adopted a puppy and I'm obsessed.,2026-01-16 13:57:00,11,2.0,0.0
485,@theartist36,Can we talk about how good this weather is today?,2026-01-16 14:39:00,31,2.0,2.0
486,@digitalchef759,Reading a great book on data science right now.,2026-01-16 15:48:00,106,9.0,9.0
487,@happyvibes58,,2026-01-16 16:10:00,60,9.0,6.0
488,@msrunner579,Cooking experiment gone right for once!,2026-01-16 18:19:00,72,,2.0
489,@silentfox174,Conference talk today was so inspiring.,2026-01-16 18:23:00,8,3.0,1.0
490,@msdreamer316,Just adopted a puppy and I'm obsessed.,2026-01-16 19:27:00,16,3.0,2.0
